file,start_time,end_time,Eudynamys scolopaceus_Asian Koel,Hylocichla mustelina_Wood Thrush,Parkesia motacilla_Louisiana Waterthrush,Pycnonotus zeylanicus_Straw-headed Bulbul,Setophaga ruticilla_American Redstart
tmp/AsianKoel_1.mp3,0.0,3.0,1,0,0,0,0
tmp/AsianKoel_1.mp3,3.0,6.0,1,0,0,0,0
tmp/AsianKoel_1.mp3,6.0,9.0,1,0,0,0,0
tmp/AsianKoel_1.mp3,9.0,12.0,1,0,0,0,0
tmp/AsianKoel_1.mp3,12.0,15.0,1,0,0,0,0
tmp/AsianKoel_1.mp3,15.0,18.0,1,0,0,0,0
tmp/AsianKoel_1.mp3,18.0,21.0,1,0,0,0,0
tmp/AsianKoel_1.mp3,21.0,24.0,0,0,0,0,0
tmp/AsianKoel_1.mp3,24.0,27.0,1,0,0,0,0
tmp/AsianKoel_1.mp3,27.0,30.0,0,0,0,0,0
tmp/AsianKoel_1.mp3,30.0,33.0,1,0,0,0,0
tmp/segment_20240602-205528_11_to_16.mp3,0.0,3.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,0.0,3.0,0,0,0,1,0
tmp/STRAW-HEADED BULBUL.mp3,3.0,6.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,6.0,9.0,0,0,0,1,0
tmp/STRAW-HEADED BULBUL.mp3,9.0,12.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,12.0,15.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,15.0,18.0,0,0,0,1,0
tmp/STRAW-HEADED BULBUL.mp3,18.0,21.0,0,0,0,1,0
tmp/STRAW-HEADED BULBUL.mp3,21.0,24.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,24.0,27.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,27.0,30.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,30.0,33.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,33.0,36.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,36.0,39.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,39.0,42.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,42.0,45.0,0,0,0,1,0
tmp/STRAW-HEADED BULBUL.mp3,45.0,48.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,48.0,51.0,0,0,0,1,0
tmp/STRAW-HEADED BULBUL.mp3,51.0,54.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,54.0,57.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,57.0,60.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,60.0,63.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,63.0,66.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,66.0,69.0,0,0,0,1,0
tmp/STRAW-HEADED BULBUL.mp3,69.0,72.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,72.0,75.0,0,0,0,1,0
tmp/STRAW-HEADED BULBUL.mp3,75.0,78.0,0,0,0,1,0
tmp/STRAW-HEADED BULBUL.mp3,78.0,81.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,81.0,84.0,0,0,0,1,0
tmp/STRAW-HEADED BULBUL.mp3,84.0,87.0,0,0,0,1,0
tmp/STRAW-HEADED BULBUL.mp3,87.0,90.0,0,0,0,1,0
tmp/STRAW-HEADED BULBUL.mp3,90.0,93.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,93.0,96.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,96.0,99.0,0,0,0,1,0
tmp/STRAW-HEADED BULBUL.mp3,99.0,102.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,102.0,105.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,105.0,108.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,108.0,111.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,111.0,114.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,114.0,117.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,117.0,120.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,120.0,123.0,0,0,0,0,0
tmp/STRAW-HEADED BULBUL.mp3,123.0,126.0,0,0,0,1,0
tmp/1min.wav,0.0,3.0,0,1,0,0,0
tmp/1min.wav,3.0,6.0,0,1,0,0,1
tmp/1min.wav,6.0,9.0,0,1,0,0,0
tmp/1min.wav,9.0,12.0,0,1,0,0,0
tmp/1min.wav,12.0,15.0,0,1,0,0,0
tmp/1min.wav,15.0,18.0,0,1,0,0,0
tmp/1min.wav,18.0,21.0,0,1,0,0,0
tmp/1min.wav,21.0,24.0,0,1,0,0,1
tmp/1min.wav,24.0,27.0,0,1,0,0,0
tmp/1min.wav,27.0,30.0,0,0,0,0,0
tmp/1min.wav,30.0,33.0,0,1,0,0,1
tmp/1min.wav,33.0,36.0,0,1,0,0,0
tmp/1min.wav,36.0,39.0,0,1,0,0,1
tmp/1min.wav,39.0,42.0,0,1,0,0,0
tmp/1min.wav,42.0,45.0,0,1,0,0,1
tmp/1min.wav,45.0,48.0,0,1,0,0,1
tmp/1min.wav,48.0,51.0,0,1,1,0,0
tmp/1min.wav,51.0,54.0,0,1,0,0,0
tmp/1min.wav,54.0,57.0,0,1,0,0,0
tmp/1min.wav,57.0,60.0,0,1,0,0,0
